created_at,text
Apr 25,"['There', 'was', 'just', 'a', 'swarm', 'of', 'golf', 'cart', 'apartment', 'people', 'at', 'my', 'pod', 'and', 'I', 'had', 'to', 'defend', 'it.', 'I', 'have', 'defended', 'my', 'pod,', 'everyone.']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['Dang', 'best', 'burgar', 'in', 'while', '@Wendys', '#tupac', '#yolo']"
Apr 25,"['We', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!', 'https://t.co/ToIdJbhitk']"
Apr 25,"['5', 'jobs', 'I’ve', 'had:', '1)', 'Blueberry', 'Farmer', '2)', 'Wendys', '3)', 'Front', 'Office', 'Receptionist', '4)', 'Medical', 'Aesthetician', '5)', 'Cum', 'Swall…', 'https://t.co/DgaHakhscn']"
Apr 25,"['@Dinosauriermars', '@Wendys', 'JUST', 'DO', 'IT!']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['RT', '@physicsgeek:', '🔥https://t.co/I7qYMMlvqJ']"
Apr 25,"['RT', '@AndreeArchbold:', 'Watch', 'the', 'newest', 'commercials', 'on', 'TV', 'from', 'Wendy’s,', 'Boxed,', 'Macy’s', 'and', 'more', 'https://t.co/ilPLuQXpcd', 'https://t.co/44wgWtOxzX…']"
Apr 25,"['https://t.co/w6viwJYCWo', 'https://t.co/Jy6ztluULc']"
Apr 25,"['@Wendys', 'I', 'gave', 'a', 'massage', 'for', '$5', 'so', 'I', 'could', 'buy', 'this', '#worthit', 'https://t.co/WPze6i5mk5']"
Apr 25,"['@jae4eva_', 'yah', 'lmaoo', 'i', 'keep', 'doordash', 'just', 'for', 'wendys']"
Apr 25,"['Pregnancy', 'craving:', 'Spicy', 'chicken', 'Caesar', 'salad', 'from', '@Wendys', 'that', 'apparently', 'no', 'longer', 'exists.', '😓😓']"
Apr 25,"['@Wendys', 'yes']"
Apr 25,"['RT', '@LilSaran:', '@Wendys', 'an', '@BurgerKing', 'Employe', 'said', 'you', 'burgers', 'aren’t', 'freshly', 'fried', 'because', '""', 'They', 'have', 'square', 'patties”.', 'What', 'do', 'you', 'think…']"
Apr 25,"['@WendysCanada', 'I', 'so', 'love', 'this', 'Wendys.', 'If', 'I""m', 'eligible,', 'Marty', 'would', 'take', 'the', 'following', 'friends', 'out', 'for', 'a', 'Wendys', 'lunch…', 'https://t.co/ocQTWmf4ZD']"
Apr 25,"['@hiimaspen', 'It', 'was', 'the', 'worst', 'at', 'wendys!!', '😂', 'they', 'stuck', 'me', 'there', 'one', 'time', 'as', 'punishment', 'for', 'skipping', 'a', 'shift', 'to', 'cheer', 'at', 'a', 'football', 'game', 'hahaha']"
Apr 25,"['Yo,', 'Findlay', '@Wendys', 'get', 'your', 'shit', 'together.', '@findlayassholes']"
Apr 25,"['RT', '@OrinKerr:', 'He', 'was', 'an', 'SS', 'guard', 'at', 'the', 'Stutthof', 'concentration', 'camp', 'when', 'my', 'father', 'was', 'a', 'prisoner', 'there.', 'https://t.co/eBm62Htdlf']"
Apr 25,['🔥https://t.co/I7qYMMlvqJ']
Apr 25,"['RT', '@Karnythia:', 'When', 'people', 'can""t', 'figure', 'out', 'why', 'Warren', 'is', 'popular', 'with', 'Black', 'voters', 'I', 'am', 'just', 'going', 'to', 'point', 'at', 'this.', 'Repeatedly.', 'Something…']"
Apr 25,"['niggas', 'spending', '24', 'dollars', 'at', 'wendys', 'LMAOOO', 'relax', 'dude']"
Apr 25,"['RT', '@shobifaith:', 'I', 'wanna', 'peach', 'lemonade', 'from', 'Wendys']"
Apr 25,"['Best', 'part', 'of', 'my', 'day', 'so', 'far:', '@Wendys', 'chicken', 'nuggets.', 'Worst', 'part', 'of', 'my', 'day', 'so', 'far:', 'my', '@DoorDash', 'driver', 'spilling', 'my', 'b…', 'https://t.co/KIT13fv38B']"
Apr 25,"['Wendy’s', 'Owner', 'Gives', 'Big', 'to', 'Trump', 'While', 'Refusing', 'Farmworkers’', 'Demands', 'https://t.co/sJdnnGu5IP']"
Apr 25,"['@Wendys', 'Someone', 'hacked', 'my', 'visa', 'card', 'took', 'all', 'my', 'money.', 'Can', 'a', 'broke', 'guy', 'get', 'a', 'coupon', 'for', 'a', 'freeby???']"
Apr 25,"['I', 'had', 'lunch', 'at', '@Wendys', 'and', 'it', 'was', 'the', 'highlight', 'of', 'my', 'day.', '🍔🍟']"
Apr 25,"['ayoooo', '@Wendys', 'can', 'we', 'get', 'spicy', 'nuggets', 'back????']"
Apr 25,"['@Wendys', 'I', 'eat', 'here', 'at', 'the', 'Wilmington', 'pike', 'in', 'Dayton,', 'and', 'every', 'week,', 'its', 'the', 'worst', 'service', 'ever.', 'the', 'slowest', 'possib…', 'https://t.co/YNBtEvKZt6']"
Apr 25,"['@Wendys', 'thanks', 'Wendy""s.', 'My', 'friend', 'posted', 'this.', 'This', 'happens', 'to', 'me', 'quite', 'a', 'bit', 'too', 'and', 'I""m', 'always', 'disappointed', 'I', 'lov…', 'https://t.co/1rNsQFFw5V']"
Apr 25,"['RT', '@CaptainCanucks8:', '@GameAttackTeam', 'just', 'wanted', 'to', 'let', 'you', 'know', '@Wendys', 'that', 'you', 'have', 'the', 'best', 'fast', 'food', 'ever']"
Apr 25,"['@Wendys', 'we', 'need', 'spicy', 'nuggets', 'back']"
Apr 25,"['@Wendys', 'Is', 'this', 'is', 'Canada?', '😭']"
Apr 25,"['I', 'want', '@BurgerKing', 'to', 'follow', '@McDonalds', '&amp;', '@Wendys', 'in', 'committing', 'to', 'phase', 'out', 'polluting', 'plastic', 'to-go', 'containers!']"
Apr 25,"['RT', '@Wendys:', 'With', 'the', 'Bacon', 'Double', 'Stack,', '4', 'piece', 'nuggets,', 'small', 'fries', 'and', 'drink', 'for', '$5,', 'the', 'Biggie', 'Bag', 'isn’t', 'a', 'big', 'deal...it’s', 'a', 'biggie', 'dea…']"
