created_at,text
Apr 25,"['i', 'asked', 'my', 'mom', 'if', 'we', 'could', 'eat', 'at', '@carlsjr', 'and', 'she', 'stared', 'at', 'me', 'like', 'i', 'was', 'crazy.', 'im', 'so', 'glad', 'fast', 'food', 'companies', 'a…', 'https://t.co/L46qezAwlN']"
Apr 25,"['RT', '@aguayo_lorenzo:', 'No', 'burger', 'will', 'ever', 'hit', 'the', 'same', 'as', 'the', 'moonshine', 'burger', 'I', 'had', 'after', 'I', 'got', 'ditched', 'at', 'prom.', '@CarlsJr', 'bring', 'it', 'back']"
Apr 25,"['@CarlsJr', 'brain', 'tech', 'puppets.', 'frame', 'data.', 'vehicle', 'data.', 'corrupt', 'cover', 'ups.', 'medical.', 'police.', 'liar', 'bully', 'families', 'within', 'the', 'network.']"
Apr 25,"['@tdmccart', '@novarim1', '@CarlsJr', '@asij', '@CogHillGolf', '@Wawa', '@BaskinRobbins', '@dunkindonuts', '@adndotcom', '@tcherald…', 'https://t.co/14nftg1VdB']"
Apr 25,"['Thanks', '@CarlsJr', '🙄', 'Due', 'to', 'your', 'employees', 'lack', 'or', 'attention/caring,', 'I', 'have', 'now', 'gotten', 'sick', '✌🏻', 'Won""t', 'be', 'returning', '🖕🏻']"
Apr 25,"['More', 'savings', 'more', 'happiness.', 'Come', 'visit', 'us', 'and', 'enjoy', '50%', 'CashBack', 'when', 'you""re', 'using', 'your', 'GoPay', 'on', 'any', 'purchase', 'in', 'o…', 'https://t.co/SgQi4Sf5tH']"
Apr 25,"['RT', '@CarlsJrID:', 'Are', 'you', 'Tony,', 'Peter,', 'Bruce,', 'Steve,', 'Natalia,', 'Carol', 'or', 'Edwin?', 'If', 'yes', 'visit', 'us', 'now', 'and', 'show', 'your', 'valid', 'ID', 'Card', 'to', 'enjoy', 'Hawaiia…']"
Apr 25,"['RT', '@CarlsJrID:', 'Are', 'you', 'Tony,', 'Peter,', 'Bruce,', 'Steve,', 'Natalia,', 'Carol', 'or', 'Edwin?', 'If', 'yes', 'visit', 'us', 'now', 'and', 'show', 'your', 'valid', 'ID', 'Card', 'to', 'enjoy', 'Hawaiia…']"
Apr 25,"['No', 'burger', 'will', 'ever', 'hit', 'the', 'same', 'as', 'the', 'moonshine', 'burger', 'I', 'had', 'after', 'I', 'got', 'ditched', 'at', 'prom.', '@CarlsJr', 'bring', 'it', 'back']"
Apr 25,"['I', 'think', '@CarlsJr', 'missed', 'the', 'point', 'of', 'the', 'beyond', 'burger.', 'I', 'asked', 'for', 'no', 'cheese', 'for', 'a', 'reason.', 'Even', 'if', 'it""s', '100%', 'fake…', 'https://t.co/FZlQTUw52P']"
Apr 25,"['@novarim1', '@CarlsJr', '@asij', '@CogHillGolf', '@Wawa', '@BaskinRobbins', '@dunkindonuts', '5', 'jobs', 'before', 'graduating', 'college:', '1)', 'Deli…', 'https://t.co/iVor6q88h4']"
